brand,series,shade,productType,productTypeLabel,colorLine,colorTechnology,shadeSystem,level,levelName,reflectCode,meaning,developerPercent,developerVolume,colorFamily,confidence,grams,rows,customers
L'OREAL PROFESSIONNEL,MAJIREL GLOW,DARK .12,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,12,Dark tonal family shade / Dark blonde with Ash / blue + Iridescent / violet reflect,,,Brown / dark blonde,medium,49,2,1
TO DEL.,L'OREAL PROFESSIONNEL,"8,31",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,8,Light blonde,31,Light blonde with Gold + Ash / blue reflect,,,Blonde,high,48,4,1
SCHWARZKOPF,IGORA VIBRANCE,0-22,mixer_corrector,Mixer / corrector / clear,Schwarzkopf Professional,Professional color / lightener family,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,48,2,1
L'OREAL PROFESSIONNEL,NEW INOA,GREEN,mixer_corrector,Mixer / corrector / clear,L'Oréal INOA,Permanent oil-based color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,47,6,1
L'OREAL PROFESSIONNEL,BLOND STUDIO BLEACH,LIGHTENING OIL,lightener_bleach,Lightener / bleach,Lightener / bleach,Lightening product,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,47,2,1
L'OREAL PROFESSIONNEL,NEW INOA,6.3 F,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,3,Dark blonde with Gold reflect,,,Brown / dark blonde,high,46,4,2
L'OREAL PROFESSIONNEL,MAJIREL,4.15,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,4,Brown,15,Brown with Ash / blue + Mahogany / red-violet reflect,,,Dark brown / black,high,46,1,1
MATRIX,TONAL CONTROL,9GV,hair_color_shade,Hair color shade,Matrix,Permanent or demi-permanent color family,Matrix,9,Very light blonde,0,Very light blonde with Neutral reflect,,,Blonde,high,46,1,1
TO DEL.,L'OREAL PROFESSIONNEL,GREEN MIX,mixer_corrector,Mixer / corrector / clear,L'OREAL PROFESSIONNEL,Unknown / supporting product,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,45,8,1
L'OREAL PROFESSIONNEL,MAJIREL,4.56,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,4,Brown,56,Brown with Mahogany / red-violet + Red reflect,,,Dark brown / black,high,45,1,1
WELLA PROFESSIONALS,BLONDOR BLEACH,BLONDOR,lightener_bleach,Lightener / bleach,Lightener / bleach,Lightening product,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,45,1,1
L'OREAL PROFESSIONNEL,DIA LIGHT,4.20,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,4,Brown,20,Brown with Iridescent / violet + Natural reflect,,,Dark brown / black,high,44,2,1
L'OREAL PROFESSIONNEL,COOL COVER,CC7.3,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,3,Blonde with Gold reflect,,,Brown / dark blonde,high,43,1,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,4,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,4,Brown,0,Brown natural shade,,,Dark brown / black,high,42,1,1
L'OREAL PROFESSIONNEL,MAJIREL,10.13,mixer_corrector,Mixer / corrector / clear,L'Oréal Majirel,Permanent oxidative color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,42,1,1
L'OREAL PROFESSIONNEL,NEW INOA,4.56,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,4,Brown,56,Brown with Mahogany / red-violet + Red reflect,,,Dark brown / black,high,40,1,1
MATRIX,SO COLOR PRE-BONDED,UL-V+,mixer_corrector,Mixer / corrector / clear,Matrix,Permanent or demi-permanent color family,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,39,1,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,5.15,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,15,Light brown with Ash / blue + Mahogany / red-violet reflect,,,Brown / dark blonde,high,38,2,1
L'OREAL PROFESSIONNEL,MAJIREL,6.11,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,11,Dark blonde with Ash / blue + Ash / blue reflect,,,Brown / dark blonde,high,34,1,1
SCHWARZKOPF,IGORA ROYAL,9-11,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,9,Very light blonde,11,Very light blonde with Cendre + Cendre reflect,,,Blonde,high,34,1,1
SCHWARZKOPF,IGORA ROYAL,0-22,mixer_corrector,Mixer / corrector / clear,Schwarzkopf Professional,Professional color / lightener family,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,33,12,1
L'OREAL PROFESSIONNEL,MAJIREL,5.6,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,6,Light brown with Red reflect,,,Brown / dark blonde,high,33,5,1
L'OREAL PROFESSIONNEL,NEW INOA,5.4,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,5,Light brown,4,Light brown with Copper reflect,,,Brown / dark blonde,high,33,1,1
L'OREAL PROFESSIONNEL,DIA LIGHT,5.11,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,5,Light brown,11,Light brown with Ash / blue + Ash / blue reflect,,,Brown / dark blonde,high,32.5,2,1
L'OREAL PROFESSIONNEL,MAJIREL,8.2,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,2,Light blonde with Iridescent / violet reflect,,,Blonde,high,32,1,1
L'OREAL PROFESSIONNEL,DIA LIGHT,7.40,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,7,Blonde,40,Blonde with Copper + Natural reflect,,,Brown / dark blonde,high,32,1,1
L'OREAL PROFESSIONNEL,MAJIREL,8.8,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,8,Light blonde with Mocha reflect,,,Blonde,high,32,1,1
L'OREAL PROFESSIONNEL,MAJIREL,4.3,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,4,Brown,3,Brown with Gold reflect,,,Dark brown / black,high,31,2,1
L'OREAL PROFESSIONNEL,INOA SUPREME,8.32,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,8,Light blonde,32,Light blonde with Gold + Iridescent / violet reflect,,,Blonde,high,31,2,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,10.21,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,31,2,1
L'OREAL PROFESSIONNEL,NEW INOA,9.2,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,9,Very light blonde,2,Very light blonde with Iridescent / violet reflect,,,Blonde,high,31,1,1
SCHWARZKOPF,IGORA VIBRANCE,6-0,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,6,Dark blonde,0,Dark blonde natural shade,,,Brown / dark blonde,high,31,1,1
L'OREAL PROFESSIONNEL,DIA RICHESSE,6.8,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,6,Dark blonde,8,Dark blonde with Mocha reflect,,,Brown / dark blonde,high,30,2,1
L'OREAL PROFESSIONNEL,DIA RICHESSE,8.34,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,8,Light blonde,34,Light blonde with Gold + Copper reflect,,,Blonde,high,30,1,1
L'OREAL PROFESSIONNEL,DIA LIGHT,7.35,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,7,Blonde,35,Blonde with Gold + Mahogany / red-violet reflect,,,Brown / dark blonde,high,29,1,1
MATRIX,SUPER SYNC,8G,hair_color_shade,Hair color shade,Matrix,Permanent or demi-permanent color family,Matrix,8,Light blonde,0,Light blonde with Neutral reflect,,,Blonde,high,28.5,1,1
L'OREAL PROFESSIONNEL,MAJIREL GLOW,LIGHT .18,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,18,Light tonal family shade / Very light blonde with Ash / blue + Mocha reflect,,,Blonde,medium,27,1,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,9.1,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,1,Very light blonde with Ash / blue reflect,,,Blonde,high,27,1,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,8,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,0,Light blonde natural shade,,,Blonde,high,26,1,1
SCHWARZKOPF,IGORA ROYAL,8-00,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,8,Light blonde,00,Light blonde with Natural + Natural reflect,,,Blonde,high,26,1,1
L'OREAL PROFESSIONNEL,DIA LIGHT,RED,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,25,1,1
L'OREAL PROFESSIONNEL,NEW INOA,8.23,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,8,Light blonde,23,Light blonde with Iridescent / violet + Gold reflect,,,Blonde,high,24,1,1
TO DEL.,L'OREAL PROFESSIONNEL,"9,31",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,9,Very light blonde,31,Very light blonde with Gold + Ash / blue reflect,,,Blonde,high,24,1,1
L'OREAL PROFESSIONNEL,MAJIREL GLOW,DARK .17,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,17,Dark tonal family shade / Dark blonde with Ash / blue + Green / matte reflect,,,Brown / dark blonde,medium,22,1,1
L'OREAL PROFESSIONNEL,MAJIREL,HL VIOLET,lightener_bleach,Lightener / bleach,L'Oréal Majirel,Permanent oxidative color,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,21,2,1
SCHWARZKOPF,IGORA ROYAL,6-12,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,6,Dark blonde,12,Dark blonde with Cendre + Ash reflect,,,Brown / dark blonde,high,21,1,1
L'OREAL PROFESSIONNEL,DIA RICHESSE,6.35,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,6,Dark blonde,35,Dark blonde with Gold + Mahogany / red-violet reflect,,,Brown / dark blonde,high,20,3,1
SCHWARZKOPF,BLONDME LIGHTENERS,PRECISION LIGHTENER 7,lightener_bleach,Lightener / bleach,Schwarzkopf Professional,Professional color / lightener family,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,19,1,1
SCHWARZKOPF,IGORA ROYAL,6-68,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,6,Dark blonde,68,Dark blonde with Chocolate + Red reflect,,,Brown / dark blonde,high,18.5,1,1
L'OREAL PROFESSIONNEL,DIA LIGHT,CLEAR 50g,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,17.5,1,1
L'OREAL PROFESSIONNEL,INOA SUPREME,8.13,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,8,Light blonde,13,Light blonde with Ash / blue + Gold reflect,,,Blonde,high,17,1,1
L'OREAL PROFESSIONNEL,MAJIREL,9.22,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,22,Very light blonde with Iridescent / violet + Iridescent / violet reflect,,,Blonde,high,15,1,1
SCHWARZKOPF,IGORA ROYAL,9-98,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,9,Very light blonde,98,Very light blonde with Violet + Red reflect,,,Blonde,high,15,1,1
TO DEL.,L'OREAL PROFESSIONNEL,BLUE,mixer_corrector,Mixer / corrector / clear,L'OREAL PROFESSIONNEL,Unknown / supporting product,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,14,4,1
L'OREAL PROFESSIONNEL,MAJIREL,10.12,mixer_corrector,Mixer / corrector / clear,L'Oréal Majirel,Permanent oxidative color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,13,1,1
L'OREAL PROFESSIONNEL,MAJIREL,HL  BEIGE,lightener_bleach,Lightener / bleach,L'Oréal Majirel,Permanent oxidative color,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,12,1,1
TO DEL.,L'OREAL PROFESSIONNEL,"2,10",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,2,Very dark brown,10,Very dark brown with Ash / blue + Natural reflect,,,Dark brown / black,high,11,1,1
L'OREAL PROFESSIONNEL,DIA RICHESSE,6.34,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,6,Dark blonde,34,Dark blonde with Gold + Copper reflect,,,Brown / dark blonde,high,10,2,1
L'OREAL PROFESSIONNEL,DIA RICHESSE,7.35,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,7,Blonde,35,Blonde with Gold + Mahogany / red-violet reflect,,,Brown / dark blonde,high,10,1,1
L'OREAL PROFESSIONNEL,NEW INOA,5.32,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,5,Light brown,32,Light brown with Gold + Iridescent / violet reflect,,,Brown / dark blonde,high,9,3,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,5.35,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,35,Light brown with Gold + Mahogany / red-violet reflect,,,Brown / dark blonde,high,8,2,1
L'OREAL PROFESSIONNEL,DIA COLOR,9.82,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,9,Very light blonde,82,Very light blonde with Mocha + Iridescent / violet reflect,,,Blonde,high,8,1,1
L'OREAL PROFESSIONNEL,LUO COLOR,"7,3",hair_color_shade,Hair color shade,L'Oréal Luo Color,Permanent / light-reflective color,L'Oréal / international dot system,7,Blonde,3,Blonde with Gold reflect,,,Brown / dark blonde,high,7,1,1
L'OREAL PROFESSIONNEL,DIA RICHESSE,6.23,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,6,Dark blonde,23,Dark blonde with Iridescent / violet + Gold reflect,,,Brown / dark blonde,high,6,1,1
L'OREAL PROFESSIONNEL,NEW INOA,8.30,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,8,Light blonde,30,Light blonde with Gold + Natural reflect,,,Blonde,high,5.5,1,1
L'OREAL PROFESSIONNEL,NEW INOA,BLUE,mixer_corrector,Mixer / corrector / clear,L'Oréal INOA,Permanent oil-based color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,5,2,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,4.62,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,4,Brown,62,Brown with Red + Iridescent / violet reflect,,,Dark brown / black,high,3,1,1
